ID,NUM,Drug_num,score,rank,SMILES(Standardized),Name,CAS,Formula,MolWt
T8121,2373,AUTOGEN_Drug_2373,0.00110025,3,CCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)O,Octacosanoic acid,506-48-9,C28H56O2,424.7
T5986,2374,AUTOGEN_Drug_2374,0.00142699,1,OC(=O)c1ncccc1O,3-Hydroxypicolinic acid,874-24-8,C6H5NO3,139.11
T3012,2375,AUTOGEN_Drug_2375,0.00168601,3,OC[C@H]1O[C@H]([C@@H]([C@H]([C@@H]1O)O)O)c1c(O)cc2c(c1O)c(=O)c1c(o2)cc(c(c1)O)O,Mangiferin,4773-96-0,C19H18O11,422.35
T2910,2376,AUTOGEN_Drug_2376,0.0018166,1,O=c1c(O)c(oc2c1cccc2)c1ccccc1,3-Hydroxyflavone,577-85-5,C15H10O3,238.25
T6395,2377,AUTOGEN_Drug_2377,0.000703957,1,OC[C@H]1O[C@@H](O[C@H]2C[C@@H]3[C@]4([C@@]5([C@@H]2C(C)(C)[C@H](CC5)O[C@@H]2OC[C@H]([C@@H]([C@H]2O)O)O)C4)CC[C@]2([C@@]3(C)C[C@@H]([C@@H]2[C@]2(C)CC[C@@H](O2)C(O)(C)C)O)C)[C@@H]([C@H]([C@@H]1O)O)O,Astragaloside A,83207-58-3,C41H68O14,784.97
T4914,2378,AUTOGEN_Drug_2378,0.000977731,2,[O-]C(=O)C(C(=O)[O-])(O)O,Sodium mesoxalate monohydrate,31635-99-1,C3H4Na2O7,198.04
T7924,2379,AUTOGEN_Drug_2379,0.00369204,1,OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1c(Br)nc2c1nc(N)[nH]c2=O,8-Bromoguanosine,4016-63-1,C10H12BrN5O5,362.14
T5650,2380,AUTOGEN_Drug_2380,0.00122003,4,c1csc(c1)c1ccc(s1)c1cccs1,"2,2':5',2''-Terthiophene",1081-34-1,C12H8S3,248.39
T4784,2381,AUTOGEN_Drug_2381,0.00139958,4,C[C@@H](c1ccccc1)O,(S)-(-)-1-Phenylethanol,1445-91-6,C8H10O,122.16
T5260,2382,AUTOGEN_Drug_2382,0.00104403,4,OC(=O)CCC(C(=O)O)C,2-Methylglutaric acid,617-62-9,C6H10O4,146.14
TN6747,2383,AUTOGEN_Drug_2383,0.000888169,6,OC[C@H]1O[C@@H](Oc2ccccc2)[C@@H]([C@H]([C@@H]1O)O)O,Phenyl-??-D-glucopyranoside,1464-44-4,C12H16O6,256.25
TN7106,2384,AUTOGEN_Drug_2384,0.000606946,13,CO[C@@H]1[C@H](O)[C@H](O[C@H]1n1ccc(=O)[nH]c1=O)CO,2???€?-O-Methyluridine,2140-76-3,C10H14N2O6,258.23
T8083|T3578,2385,AUTOGEN_Drug_2385,0.00101859,6,O=Cc1c(COP(=O)(O)O)cnc(c1O)C,Pyridoxal 5-phosphate monohydrate,41468-25-1,C8H12NO7P,265.16
T3136,2386,AUTOGEN_Drug_2386,0.00101859,6,OC[C@H]1O[C@H]2[C@@H]([C@@H]1OP(=O)([O-])O[C@H](C)CNC(=O)CC[C@]1(C3=C(C4=[N]5[Co+]67(n8cn2c2cc(C)c(cc82)C)(C)[N]2=C(C=C5C([C@@H]4CCC(=O)N)(C)C)[C@H]([C@](C2=C(C2=[N]7[C@]([C@H](N36)[C@@H]1CC(=O)N)(C)[C@@]([C@@H]2CCC(=O)N)(C)CC(=O)N)C)(C)CC(=O)N)CCC(=O)N)C)C)O,Methylcobalamin,13422-55-4,C63H91CoN13O14P,1344.38
TJO2758,2387,AUTOGEN_Drug_2387,0.000961791,5,OC1O[C@H](C(=O)O)[C@H]([C@@H]([C@H]1O)O)O,D-Glucuronic acid,6556/12/3,C6H10O7,194.13
T6640,2388,AUTOGEN_Drug_2388,0.000788331,10,OC[C@H]([C@H]([C@H](CO)O)O)O,Ribitol,488-81-3,C5H12O5,152.15
T7240,2389,AUTOGEN_Drug_2389,0.00107187,2,COc1ccccc1CCC(=O)O,guaiacylpropionic acid,6342-77-4,C10H12O3,180.2
T8066,2390,AUTOGEN_Drug_2390,0.000673607,8,O=C(C(S(=O)(=O)O)c1ccccc1)N[C@@H]1C(=O)N2[C@@H]1SC([C@@H]2C(=O)O)(C)C,Sulbenicillin Sodium,28002-18-8,C16H16N2Na2O7S2,458.4
T7985,2391,AUTOGEN_Drug_2391,0.00139255,1,COc1ccc(cc1)C=CC(=O)c1ccc(cc1)OC,"4,4-Dimethoxychalcone",2373-89-9,C17H16O3,268.31
T3S0006,2392,AUTOGEN_Drug_2392,0.0019468,1,COC(=O)/C=C/c1ccc(c(c1)OC)O,Methyl (E)-ferulate,22329-76-6,C11H12O4,208.21
T8115,2393,AUTOGEN_Drug_2393,0.00103933,1,CC1CCc2c(C1)occ2C,Menthofuran,494-90-6,C10H14O,150.22
T1168,2394,AUTOGEN_Drug_2394,0.000728837,8,OCC(=O)[C@@]12OC(O[C@@H]1C[C@@H]1[C@]2(C)C[C@H](O)[C@H]2[C@H]1CCC1=CC(=O)C=C[C@]21C)(C)C,Desonide,638-94-8,C24H32O6,416.51
T8103,2395,AUTOGEN_Drug_2395,0.00151941,2,NN=CNCCCC[C@@H](C(=O)O)N,H-HoArg-OH,156-86-5,C7H16N4O2,188.23
T7846,2396,AUTOGEN_Drug_2396,0.00122809,5,COc1ccc(cc1)C(CNC(=O)/C=C/c1ccccc1)O,Aegeline,456-12-2,C18H19NO3,297.3
T5263,2397,AUTOGEN_Drug_2397,0.0019685,3,OC(=O)C(c1ccc(cc1)O)O,4-Hydroxymandelic acid,1198-84-1,C8H8O4,168.15
T5214,2398,AUTOGEN_Drug_2398,0.000978904,3,CCCCC/C=C\C/C=C\CCCCCCCC(=O)O[C@H]1CC[C@]2(C(=CC[C@@H]3[C@@H]2CC[C@]2([C@H]3CC[C@@H]2[C@@H](CCCC(C)C)C)C)C1)C,Cholesteryl linoleate,604-33-1,C45H76O2,649.1
T1033,2399,AUTOGEN_Drug_2399,0.000669928,3,CO[C@H]([C@@H]([C@H]1O[C@@]2(CC[C@@](O2)(C)[C@H]2CC[C@@](O2)(CC)[C@@H]2O[C@H](C[C@@H]2C)[C@H]2O[C@@](O)(CO)[C@@H](C[C@@H]2C)C)C[C@@H]([C@H]1C)O)C)[C@@H](C(=O)[O-])C,Monensin sodium salt,22373-78-0,C36H61NaO11,692.85
T19125,2400,AUTOGEN_Drug_2400,0.00104163,1,CC(c1ccccc1)CC(=O)O,3-Phenylbutyric acid,4593-90-2,C10H12O2,164.2
T19316,2401,AUTOGEN_Drug_2401,0.000851834,5,CCCCCCCC/C=C\CCCCCCCC(=O)OCC,Ethyl oleate,111-62-6,C20H38O2,310.51
T6512,2402,AUTOGEN_Drug_2402,0.000520293,12,CN[C@@H]1[C@@H](O)[C@H](OC[C@]1(C)O)O[C@H]1[C@H](N)C[C@@H]([C@H]([C@@H]1O)O[C@H]1O[C@H]([C@H](O)C)[C@H]([C@@H]([C@H]1N)O)O)N,Geneticin sulfate,108321-42-2,C20H40N4O10???????¨2H2O4S,692.71
T39668,2403,AUTOGEN_Drug_2403,0.00297389,1,CCCSSC,Methyl propyl disulfide,2179-60-4,C4H10S2,122.25
T36735,2404,AUTOGEN_Drug_2404,0.00263487,1,Oc1cc(cc(c1)C(C)(C)C)C(C)(C)C,"3,5-Di-tert-butylphenol",1138-52-9,C14H22O,206.32
TMM2618,2405,AUTOGEN_Drug_2405,0.00102365,1,C=C1C[C@@]23C[C@H]1CC[C@H]3[C@@]13[C@H]([C@@H]2C(=O)O)[C@@](C)([C@H](CC1)O)C(=O)O3,Gibberllin A7,510-75-8,C19H22O5.C19H24O5,662.77
T5901,2406,AUTOGEN_Drug_2406,0.00193609,1,Oc1cccnc1C,3-Hydroxy-2-methylpyridine,1121-25-1,C6H7NO,109.13
Fr12662,2407,AUTOGEN_Drug_2407,0.00148143,2,CCOc1cc(=O)oc2c1cccc2,4-Ethoxycoumarin,35817-27-7,C11H10O3,190.2
T3745,2408,AUTOGEN_Drug_2408,0.0031136,1,COc1cc(O)ccc1OC,"3,4-Dimethoxyphenol",2033-89-8,C8H10O3,154.16
T5668,2409,AUTOGEN_Drug_2409,0.00151875,1,CC(=O)Oc1ccc(cc1)/C=C/c1cc(OC(=O)C)cc(c1)OC(=O)C,Acetyl-trans-resveratrol,42206-94-0,C20H18O6,354.35
TJS1183,2410,AUTOGEN_Drug_2410,0.00109579,4,N1CCNCCNCCNCC1,Cyclen,294-90-6,C8H20N4,172.27
T7990,2411,AUTOGEN_Drug_2411,0.00124841,4,O=C1CC[C@]2(C(=C1)CC[C@@H]1[C@]2(O)CC[C@]2([C@H]1CCC2=O)C)C,"9-hydroxy-4-androstene-3,17-dione",560-62-3,C19H26O3,302.4
TCS0102,2412,AUTOGEN_Drug_2412,0.00122824,1,C[C@@H]1CCC(=C(C)C)C(=O)C1,Pulegone,89-82-7,C10H16O,152.23
T4903,2413,AUTOGEN_Drug_2413,0.00110025,3,CCCCCCCCCCCCCCCCC(=O)O,Heptadecanoic acid,506-12-7,C17H34O2,270.45
TN1206,2414,AUTOGEN_Drug_2414,0.00267263,2,O=Cc1c(O)cc(cc1O)O,"2,4,6-Trihydroxybenzaldehyde",487-70-7,C7H6O4,154.12
T3248,2415,AUTOGEN_Drug_2415,0.000918273,6,OC(=O)[C@@]1(C)[C@H](O)CC[C@]2([C@H]1CC[C@@]1([C@@H]2CC=C2[C@@]1(C)CC[C@@]1([C@H]2CC(CC1)(C)C)C)C)C,alpha-Boswellic acid,471-66-9,C30H48O3,456.7
T3251,2416,AUTOGEN_Drug_2416,0.000670232,6,OC(=O)[C@@H]1CCC[N+]1(C)C,Stachydrine Hydrochloride,4136-37-2,C7H14ClNO2,179.64
T3250,2417,AUTOGEN_Drug_2417,0.00161425,2,OCCCCCCC/C=C/C(=O)O,10-Hydroxy-2-decenoic acid,14113-05-4,C10H18O3,186.25
T3245,2418,AUTOGEN_Drug_2418,0.00172382,1,CC(=C)[C@H]1CC=C(C(=O)C1)C,(S)-(+)-Carvone,2244-16-8,C10H14O,150.22
T3244,2419,AUTOGEN_Drug_2419,0.000489099,13,OC[C@H]1OC(O)[C@@H]([C@H]([C@@H]1O)O)NS(=O)(=O)[O-],N-Sulfo-glucosamine sodium salt,38899-05-7,C6H12NNaO8S,281.22
T2S1992,2420,AUTOGEN_Drug_2420,0.00149013,1,O/N=C/C1=CCC(CC1)C(=C)C,Perillartine,30950-27-7,C10H15NO,165.23
T1067,2421,AUTOGEN_Drug_2421,0.00067379,4,O[C@@H]1CC[C@@H](O)[C@H](O)C[C@H](O)C[C@]2(O)C[C@H](O)[C@H]([C@@H](O2)C[C@H](/C=C/C=C/C=C/C=C/C=C/C=C/C=C/[C@@H]([C@H]([C@H]([C@@H](OC(=O)C[C@@H](C1)O)C)C)O)C)O[C@@H]1O[C@H](C)[C@H]([C@@H]([C@@H]1O)N)O)C(=O)O,Amphotericin B,1397-89-3,C47H73NO17,924.08
T1003|T0861,2422,AUTOGEN_Drug_2422,0.000515958,10,O=CC[C@H]1C[C@@H](C)C(=O)/C=C\C(=C\[C@@H]([C@H](OC(=O)C[C@H]([C@@H]([C@H]1O[C@@H]1O[C@H](C)[C@H]([C@@H]([C@H]1O)N(C)C)O[C@@H]1O[C@@H](C)[C@@H]([C@](C1)(C)O)O)C)O)CC)CO[C@@H]1O[C@H](C)[C@H]([C@H]([C@H]1OC)OC)O)\C,Tylosin,1401-69-0,C46H77NO17,916.1
T1100,2423,AUTOGEN_Drug_2423,0.00111705,2,NCC[C@@H](C(=O)N[C@H]1CCNC(=O)[C@@H](NC(=O)[C@H](CCN)NC(=O)[C@@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@H](NC1=O)CCN)Cc1ccccc1)CC(C)C)CCN)[C@H](O)C)NC(=O)[C@H]([C@H](O)C)NC(=O)[C@@H](NC(=O)CCCCC(CC)C)CCN,Polymyxin B sulfate (1404-26-8 free base),1405-20-5,C56H100N16O17S,1301.56
T3249,2424,AUTOGEN_Drug_2424,0.00194551,1,[O-]C(=O)[O-],Calcium carbonate,471-34-1,CaCO3,100.09
T7438,2425,AUTOGEN_Drug_2425,0.00289229,1,COc1cc(OC)cc(c1)O,"3,5-Dimethoxyphenol",500-99-2,C8H10O3,154.16
T3234,2426,AUTOGEN_Drug_2426,0.000905341,3,O=C1C=C2[C@@](O1)(C)CCCC2(C)C,Dihydroactinidiolide,17092-92-1,C11H16O2,180.24
T8009,2427,AUTOGEN_Drug_2427,0.00149991,1,c1ccn(c1)Cc1ccco1,1-Furfurylpyrrole,1438-94-4,C9H9NO,147.17
T7912,2428,AUTOGEN_Drug_2428,0.000955992,4,O=CC1=CC[C@H]2C[C@@H]1C2(C)C,(1R)-(??????-Myrtenal    ,18486-69-6,C10H14O,150.22
T1331,2429,AUTOGEN_Drug_2429,0.000740074,3,O=c1[nH]c(=O)c2c(n1)n(C[C@@H]([C@@H]([C@@H](COP(=O)(O)[O-])O)O)O)c1c(n2)cc(c(c1)C)C,Flavin mononucleotide,130-40-5,C17H20N4NaO9P,478.33
Fr14298,2430,AUTOGEN_Drug_2430,0.00223733,1,Cc1ccc(c(c1)O)C(=O)C,2'-Hydroxy-4'-methylacetophenone,6921-64-8,C9H10O2,150.17
T4894,2431,AUTOGEN_Drug_2431,0.000788331,10,OC[C@@H](C([C@H](CO)O)O)O,L-(-)-Arabitol,7643-75-6,C5H12O5,152.15
T4931,2432,AUTOGEN_Drug_2432,0.0010362,1,O/C(=C(\C(=O)O)/O)/C(=O)O,Dihydroxyfumaric acid hydrate,199926-38-0,C4H6O7,166.09
T19493,2433,AUTOGEN_Drug_2433,0.000854303,2,CCCCCCCCCCCCCCCCCC=O,Octadecanal,638-66-4,C18H36O,268.48
T3S2072,2434,AUTOGEN_Drug_2434,0.00103893,3,CCCC=C1OC(=O)c2c1cccc2,n-Butylidenephthalide,551-08-6,C12H12O2,188.22
T4904,2435,AUTOGEN_Drug_2435,0.00448734,1,CNC(=N)N,1-Methylguanidine hydrochloride,21770-81-0,C2H8ClN3,109.56
T4714,2436,AUTOGEN_Drug_2436,0.000841518,2,COC(=O)Cc1c[nH]c2c1cccc2,Methyl indole-3-acetate,1912-33-0,C11H11NO2,189.21
T5261,2437,AUTOGEN_Drug_2437,0.00164636,1,CCCCC/C=C/C(=O)O,2-Octenoic acid,1871-67-6,C8H14O2,142.2
T5029,2438,AUTOGEN_Drug_2438,0.000967211,5,O[C@@H]1C[C@H](N(C1)C(=O)C)C(=O)O,Oxaceprol,33996-33-7,C7H11NO4,173.17
T8008,2439,AUTOGEN_Drug_2439,0.00190287,2,CCCCCC(C(=O)O)C,2-Methylheptanoic Acid,1188-02-9,C8H16O2,144.21
T5283,2440,AUTOGEN_Drug_2440,0.00103993,3,O[C@@H]1[C@H](O)[C@H](O[C@H]1N1C=CCC(=C1)C(=O)N)COP(=O)(OP(=O)(OC[C@H]1O[C@H]([C@@H]([C@@H]1O)O)n1cnc2c1ncnc2N)[O-])[O-],"NADH, disodium salt hydrate",606-68-8,C21H27N7Na2O14P2,709.4
T2955,2441,AUTOGEN_Drug_2441,0.000647871,3,OC(=O)[C@H]1[C@H]2[C@]3([C@H]4[C@]51CC(=C)[C@](C5)(O)CC4)C=C[C@@H]([C@]2(C)C(=O)O3)O,Gibberellic acid,1977/6/5,C19H22O6,346.38
T2S0973,2442,AUTOGEN_Drug_2442,0.00230956,1,COc1ccccc1/C=C/C(=O)O,2-Methoxycinnamic acid,6099/3/2,C10H10O3,178.18
T2889,2443,AUTOGEN_Drug_2443,0.00280007,1,COc1ccc(cc1O)/C=C/C(=O)O,Isoferulic acid,537-73-5,C10H10O4,194.18
T7963,2444,AUTOGEN_Drug_2444,0.00163707,1,Oc1cc[nH]c(=O)c1,"2,4-Dihydroxypyridine",626-03-9,C5H5NO2,111.1
TJS0338,2445,AUTOGEN_Drug_2445,0.00230254,1,O=c1cc(C)c2c(o1)cc(c(c2)O)O,4-Methylesculetin,529-84-0,C10H8O4,192.17
Fr12596,2446,AUTOGEN_Drug_2446,0.00113728,2,CC(=O)c1cc2ccccc2oc1=O,3-Acetylcoumarin,3949-36-8,C11H8O3,188.1
T36786,2447,AUTOGEN_Drug_2447,0.00235938,1,O=Cc1ccc(cc1O)C,2-Hydroxy-4-methylbenzaldehyde,698-27-1,C8H8O2,136.15
TCS0324,2448,AUTOGEN_Drug_2448,0.00105525,1,CCCCCc1ccco1,2-Pentylfuran,3777-69-3,C9H14O,138.21
T5734,2449,AUTOGEN_Drug_2449,0.00149192,2,O[C@H]1CC2C(C1(C)CC2)(C)C,(+)-BORNEOL,464-43-7,C10H18O,154.25
T1151,2450,AUTOGEN_Drug_2450,0.000524232,6,COCCOCO/N=C/1\[C@H](C)C[C@@](C)(O)[C@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@H](C)[C@H](O[C@@H]2O[C@@H](C)[C@@H]([C@](C2)(C)OC)O)[C@H](C(=O)O[C@@H]([C@@]([C@@H]([C@H]1C)O)(C)O)CC)C,Roxithromycin,80214-83-1,C41H76N2O15,837.05
T2S0604,2451,AUTOGEN_Drug_2451,0.00106955,1,CCOC(OCCc1ccccc1)C,(2-(1-Ethoxyethoxy)ethyl)benzene,2556/10/7,C12H18O2,194.27
T5089,2452,AUTOGEN_Drug_2452,0.000939209,2,NCCCCC(=O)O,5-Aminovaleric acid,660-88-8,C5H11NO2,117.15
T35455,2453,AUTOGEN_Drug_2453,0.00184906,3,CCN(N=O)CC,N-Nitrosodiethylamine,55-18-5,C4H10N2O,102.14
T3950,2454,AUTOGEN_Drug_2454,0.00110025,3,CCCCCCCCCCCCC(=O)O,Tridecanoic acid,638-53-9,C13H26O2,214.34
T4881,2455,AUTOGEN_Drug_2455,0.00101626,5,NCCOP(=O)(O)O,O-Phosphorylethanolamine,1071-23-4,C2H8NO4P,141.06
TN6746,2456,AUTOGEN_Drug_2456,0.00120859,3,CC1=CC[C@@](CC1)(O)C(C)C,(-)-TERPINEN-4-OL,20126-76-5,C10H18O,154.25
T7220,2457,AUTOGEN_Drug_2457,0.00131184,1,CCCCCC1C(CCC1=O)CC(=O)OCCC,Prohydrojasmon,158474-72-7,C15H26O3,254.37
T0969,2458,AUTOGEN_Drug_2458,0.00051224,10,CO[C@H]1C[C@@H](O[C@H]([C@@H]1O[C@H]1C[C@H](OC)[C@H]([C@@H](O1)C)O)C)O[C@H]1[C@@H](C)/C=C/C=C/2\CO[C@H]3[C@]2(O)[C@@H](C=C([C@H]3O)C)C(=O)O[C@H]2C[C@@H](C/C=C/1\C)O[C@]1(C2)C=C[C@@H]([C@H](O1)C1CCCCC1)C,Doramectin,117704-25-3,C50H74O14,899.11
T16579,2459,AUTOGEN_Drug_2459,0.000869429,4,CC(C[C@@H]1OC[C@H]([C@@H]([C@H]1O)O)O)O,Pro-xylane,439685-79-7,C8H16O5,192.21
TN7050,2460,AUTOGEN_Drug_2460,0.0023243,1,Oc1ccc2c(c1)c(ccc2)S(=O)(=O)[O-],Potassium 7-hydroxy-1-naphthalenesulfona,30252-40-5,C10H7KO4S,262.32
T8242,2461,AUTOGEN_Drug_2461,0.00146399,3,C=C1CCC2(C1C2)C(C)C,Sabinene,3387-41-5,C10H16,136.23
T2P2919,2462,AUTOGEN_Drug_2462,0.000722847,7,C[C@@H]([C@@H]([C@@H](C(=O)O)N)C)O,(4S)-4-Hydroxy-L-isoleucine,55399-93-4,C6H13NO3,147.17
T8080,2463,AUTOGEN_Drug_2463,0.00190287,2,CC(C(=O)O)CCCC,2-Methylhexanoic acid,4536-23-6,C7H14O2,130.18
T6468,2464,AUTOGEN_Drug_2464,0.00106967,4,NC(=O)CC[C@H](C(=O)O)N,D-glutamine,5959-95-5,C5H10N2O3,146.14
T5270,2465,AUTOGEN_Drug_2465,0.00106979,1,Cc1c[nH]c(=O)nc1N,5-Methylcytosine,554-01-8,C5H7N3O,125.13
T5253,2466,AUTOGEN_Drug_2466,0.00159002,3,OC(=O)CCC(CC(=O)O)C,3-Methyladipic acid,3058/1/3,C7H12O4,160.17
T4088,2467,AUTOGEN_Drug_2467,0.000731572,8,CC(C1=CC(=O)C(=CC1=O)C)C,Thymoquinon,490-91-5,C10H12O2,164.2
T3742,2468,AUTOGEN_Drug_2468,0.00284559,1,Oc1c(C)cccc1O,3-Methylcatechol,488-17-5,C7H8O2,124.14
T5979,2469,AUTOGEN_Drug_2469,0.000586602,11,OC[C@H]1O[C@H]([C@H]([C@@H]1O)O)n1ccc(=O)[nH]c1=O,1-beta-D-Arabinofuranosyluracil,3083-77-0,C9H12N2O6,244.2
T4755,2470,AUTOGEN_Drug_2470,0.000821827,2,NC(C(=O)O)CN,"DL-2,3-Diaminopropionic acid monohydroch",54897-59-5,C3H9ClN2O2,140.57
T8244,2471,AUTOGEN_Drug_2471,0.000952312,4,OC[C@H]1O[C@@H](Oc2ccc(cc2)CCC(=O)C)[C@@H]([C@H]([C@@H]1O)O)O,Raspberry ketone glucoside,38963-94-9,C16H22O7,326.34
T7933,2472,AUTOGEN_Drug_2472,0.00177646,1,C[C@H]1OC(=O)[C@H](OC1=O)C,D(+)-LACTIDE,13076-17-0,C6H8O4,144.12
T5068,2473,AUTOGEN_Drug_2473,0.000826418,4,OC1O[C@H](C(=O)[O-])[C@H]([C@@H]([C@H]1O)O)O,D(+)-Glucuronic acid sodium salt monohydrate,207300-70-7,C6H11NaO8,234.14
T8028,2474,AUTOGEN_Drug_2474,0.00116607,3,CC(=CCCC(=CCOC(=O)C)C)CCC=C(C)C,Farnesyl Acetate (mixture of isomers),29548-30-9,C17H28O2,264.4
T5548,2475,AUTOGEN_Drug_2475,0.00101403,4,CC1=CC(=O)[C@H]2C[C@@H]1C2(C)C,(-)-Verbenone,1196-01-6,C10H14O,150.22
T4905,2476,AUTOGEN_Drug_2476,0.0020996,1,NC(=O)/C=C\C(=O)O,Maleamic acid,557-24-4,C4H5NO3,115.09
T6463,2477,AUTOGEN_Drug_2477,0.00195428,1,Oc1ccc(cc1)OC1CCCCO1,Deoxyarbutin,53936-56-4,C11H14O3,194.23
T7443,2478,AUTOGEN_Drug_2478,0.0013672,1,COc1ccc(cc1)C(=O)C=Cc1ccccc1,4'-Methoxychalcone,959-23-9,C16H14O2,238.28
TN5284,2479,AUTOGEN_Drug_2479,0.00205949,1,CCCCCCCCCC(=O)CC(S(=O)(=O)[O-])O,Sodium Houttuyfonate,83766-73-8,C12H23NaO5S,302.36
T3603,2480,AUTOGEN_Drug_2480,0.00196145,2,CCCCCCCCCCCCOC(=O)CS(=O)(=O)[O-],Sodium lauryl sulfoacetate,1847-58-1,C14H27NaO5S,330.4
T13516,2481,AUTOGEN_Drug_2481,0.0010192,3,OC(=O)CC[C@@H](C(=O)O)NC(=O)c1ccc(cc1)NCC1CNc2c(N1C)c(=O)nc([nH]2)N,5-Methyltetrahydrofolic acid,134-35-0,C20H25N7O6,459.46
T2966,2482,AUTOGEN_Drug_2482,0.00135462,4,CC[C@@H](C(C)C)CC[C@H]([C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@H]2CC=C2[C@]1(C)CC[C@@H](C2)O)C,Beta-Sitosterol,83-46-5,C29H50O,414.72
T1226,2483,AUTOGEN_Drug_2483,0.000832949,2,NCCC[C@H]1NC(=O)[C@H](CCCCNC(=O)[C@H](CC(=O)N)NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@H](NC(=O)[C@@H](NC1=O)[C@H](CC)C)Cc1ccccc1)Cc1nc[nH]c1)CC(=O)O)NC(=O)[C@H]([C@H](CC)C)NC(=O)[C@H](NC(=O)[C@@H](NC(=O)[C@@H]1CSC(=N1)[C@H]([C@H](CC)C)N)CC(C)C)CCC(=O)O,Bacitracin,1405-87-4,C66H103N17O16S,1422.73
T1059,2484,AUTOGEN_Drug_2484,0.000827093,9,CCCCCCCCCCCCCCCC(=O)OC/C=C(/C=C/C=C(/C=C/C1=C(C)CCCC1(C)C)\C)\C,Retinyl palmitate,79-81-2,C36H60O2,524.86
T5666,2485,AUTOGEN_Drug_2485,0.000648319,12,O[C@@H]1[C@@H](O[C@@H]2O[C@H](C(=O)[O-])[C@H]([C@@H]([C@H]2O)O)O)[C@H](O[C@@H]([C@H]1O)C(=O)[O-])O[C@H]1CC[C@]2([C@H](C1(C)C)CC[C@@]1([C@@H]2C(=O)C=C2[C@@]1(C)CC[C@@]1([C@H]2C[C@](C)(CC1)C(=O)O)C)C)C,Dipotassium glycyrrhizinate,68797-35-3,C42H60K2O16,899.12
PDK0327,2486,AUTOGEN_Drug_2486,0.00167365,1,COc1cc(C)cc(c1O)OC,Methylsyringol,6638/5/7,C9H12O3,168.2
T7873,2487,AUTOGEN_Drug_2487,0.00124839,7,CSCCCN=C=S,Iberverin,505-79-3,C5H9NS2,147.26
TN6920,2488,AUTOGEN_Drug_2488,0.000915427,1,CCCCCCCCCCCCCCCCC(=O)OC,Methyl heptadecanoate,1731-92-6,C18H36O2,284.48
T1040,2489,AUTOGEN_Drug_2489,0.000705966,1,OC[C@H]1O[C@@H]([C@@H]([C@@H]1OP(=O)(O[C@@H](CNC(=O)CC[C@@]1(C)C2=NC([C@@H]1CC(=O)N)[C@]1(C)N=C([C@H]([C@]1(C)CC(=O)N)CCC(=O)N)/C(=C/1\N=C(/C=C/3\N(/C(=C\2/C)/[C@@H](CCC(=O)N)C3(C)C)[Co+]C#N)[C@H]([C@]1(C)CC(=O)N)CCC(=O)N)/C)C)[O-])O)n1cnc2c1cc(C)c(c2)C,Vitamin B12,68-19-9,C63H88CoN14O14P,1355.37
T4712,2490,AUTOGEN_Drug_2490,0.000669557,10,O[C@H]1CN[C@H](C1)C(=O)O,cis-4-Hydroxy-D-proline,2584-71-6,C5H9NO3,131.13
T8226,2491,AUTOGEN_Drug_2491,0.00125187,1,CC(=O)CCc1ccc(cc1)OC(=O)C,Pherocon (4-(4-Acetoxyphenyl)-2-butanone),3572/6/3,C12H14O3,206.24
T5272,2492,AUTOGEN_Drug_2492,0.00108467,2,COc1cccc(c1)CCC(=O)O,3-(3-Methoxyphenyl)propionic acid,10516-71-9,C10H12O3,180.2
T3427|T2938,2493,AUTOGEN_Drug_2493,0.00206019,1,OC[C@H]1O[C@@H](Oc2cc(/C=C/c3ccc(cc3)O)cc(c2)O)[C@@H]([C@H]([C@@H]1O)O)O,Polydatin,27208-80-6,C20H22O8,390.39
T3760,2494,AUTOGEN_Drug_2494,0.00214035,1,COc1ccc(c(c1)C(=O)C)O,2'-Hydroxy-5'-methoxyacetophenone,705-15-7,C9H10O3,166.17
T1285,2495,AUTOGEN_Drug_2495,0.00114291,1,COc1ccc(cc1)c1ssc(=S)c1,Anethole trithione,532-11-6,C10H8OS3,240.35
T12287,2496,AUTOGEN_Drug_2496,0.00122544,3,OC(=O)CCCCCCCCCCCCCCCCC(=O)O,Octadecanedioic acid,871-70-5,C18H34O4,314.46
T5274,2497,AUTOGEN_Drug_2497,0.000967182,7,O[C@@H](C(=O)O)Cc1ccccc1,D-3-Phenyllactic acid,7326-19-4,C9H10O3,166.17
T3236,2498,AUTOGEN_Drug_2498,0.00148902,4,OC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CC/C=C(/CCC=C(C)C)\C)\C)\C)\C)\C)\C)\C)\C,Solanesol,13190-97-1,C45H74O,631.07
T3121,2499,AUTOGEN_Drug_2499,0.00122475,3,OC[C@@]12CC[C@H]([C@@H]2[C@@H]2[C@](CC1)(C)[C@]1(C)CC[C@@H]3[C@]([C@H]1CC2)(C)CC[C@@H](C3(C)C)O)C(=C)C,Betulin,473-98-3,C30H50O2,442.72
